Event;Start;End
Deployment/Recover time ;2025-06-26 07:03:00;2025-06-30 07:14:00
Bridge up/down;2025-06-26 07:04:00;2025-06-26 20:50:00
Intervention ;2025-06-26 07:04:00;2025-06-26 07:21:00
Intervention ;2025-06-26 08:00:00;2025-06-26 08:01:00
Intervention ;2025-06-26 08:15:00;2025-06-26 08:18:00
Intervention ;2025-06-26 14:22:00;2025-06-26 14:25:00
Intervention ;2025-06-26 15:19:00;2025-06-26 15:25:00
Intervention ;2025-06-26 20:24:00;2025-06-26 20:50:00
