Time,SST (°C)
2025-06-29 06:44:00,22.603152022005272
2025-06-29 06:45:00,22.612018291764482
2025-06-29 06:46:00,22.650794232995036
2025-06-29 06:47:00,22.658622788108907
2025-06-29 06:48:00,22.648252155740735
2025-06-29 06:49:00,22.657719595346222
2025-06-29 06:50:00,22.646680096771163
2025-06-29 06:51:00,22.68140167940659
2025-06-29 06:52:00,22.76732097846086
2025-06-29 06:53:00,22.737537995308987
2025-06-29 06:54:00,22.765103448435642
2025-06-29 06:55:00,23.121438260212983
2025-06-29 06:56:00,23.1004876295802
2025-06-29 06:57:00,23.067779557724045
2025-06-29 06:58:00,26.28947693575742
2025-06-29 06:59:00,25.924618748752657
2025-06-29 07:00:00,23.289782438729855
2025-06-29 07:01:00,23.133740499980377
2025-06-29 07:02:00,23.107426073618626
2025-06-29 07:03:00,23.37432727224034
2025-06-29 07:04:00,24.05203610703975
2025-06-29 07:05:00,-23318.977785416293
2025-06-29 07:06:00,22.769246774920383
2025-06-29 07:07:00,23.266791017531933
2025-06-29 07:08:00,23.400808836368586
2025-06-29 07:09:00,23.024986962828997
2025-06-29 07:10:00,23.033254485323887
2025-06-29 07:11:00,22.988818146128484
2025-06-29 07:12:00,23.828955039612428
2025-06-29 07:13:00,23.520847176502123
2025-06-29 07:14:00,23.554659930041815
2025-06-29 07:15:00,23.563818495224996
2025-06-29 07:16:00,23.716408598997443
2025-06-29 07:17:00,24.620485728493712
2025-06-29 07:18:00,24.673467648222537
2025-06-29 07:19:00,24.571204970302848
2025-06-29 07:20:00,24.492582137127716
2025-06-29 07:21:00,24.64718377326276
2025-06-29 07:22:00,24.41198434534818
2025-06-29 07:23:00,24.43664741754903
2025-06-29 07:24:00,24.459744000834693
2025-06-29 07:25:00,24.597582238801238
2025-06-29 07:26:00,24.424112613960727
2025-06-29 07:27:00,24.480228199093172
2025-06-29 07:28:00,24.42737883300687
2025-06-29 07:29:00,24.356088591722692
2025-06-29 07:30:00,24.496730855156112
2025-06-29 07:31:00,24.45341913948112
2025-06-29 07:32:00,24.485953351935166
2025-06-29 07:33:00,24.438645922348712
2025-06-29 07:34:00,24.433080744254614
2025-06-29 07:35:00,24.456522015321493
2025-06-29 07:36:00,24.214678043382012
2025-06-29 07:37:00,24.124871819676645
2025-06-29 07:38:00,24.306393396704532
2025-06-29 07:39:00,24.082982458622784
2025-06-29 07:40:00,23.81916251963982
2025-06-29 07:41:00,24.170788217156925
2025-06-29 07:42:00,24.223206779862252
2025-06-29 07:43:00,24.175474252745705
2025-06-29 07:44:00,24.17576675922725
2025-06-29 07:45:00,24.20895139326762
2025-06-29 07:46:00,24.234822189919463
2025-06-29 07:47:00,24.16515533364574
2025-06-29 07:48:00,24.188213381045408
2025-06-29 07:49:00,24.100748601787185
2025-06-29 07:50:00,24.16140346149294
2025-06-29 07:51:00,24.08899509367527
2025-06-29 07:52:00,24.14812361910391
2025-06-29 07:53:00,24.130490373480665
2025-06-29 07:54:00,24.14766954332798
2025-06-29 07:55:00,24.12601895519715
2025-06-29 07:56:00,24.11045491667776
2025-06-29 07:57:00,24.139356421412334
2025-06-29 07:58:00,24.17890804966813
2025-06-29 07:59:00,24.114050191458848
2025-06-29 08:00:00,24.125522195494575
2025-06-29 08:01:00,24.12867733744325
2025-06-29 08:02:00,24.192805703063886
2025-06-29 08:03:00,24.144143132532726
2025-06-29 08:04:00,24.112764729551
2025-06-29 08:05:00,24.130603734060326
2025-06-29 08:06:00,24.166225292874405
2025-06-29 08:07:00,24.12503709529113
2025-06-29 08:08:00,24.13728331861285
2025-06-29 08:09:00,24.189871476511858
2025-06-29 08:10:00,24.186505653433485
2025-06-29 08:11:00,24.172458449718647
2025-06-29 08:12:00,24.173084525117247
2025-06-29 08:13:00,24.109191525365407
2025-06-29 08:14:00,24.143050200942263
2025-06-29 08:15:00,24.145469289909588
2025-06-29 08:16:00,24.104205361256692
2025-06-29 08:17:00,24.07447985881906
2025-06-29 08:18:00,24.04727451530683
2025-06-29 08:19:00,24.049574219674888
2025-06-29 08:20:00,24.08120635183085
2025-06-29 08:21:00,24.099067694661255
2025-06-29 08:22:00,24.08382895302233
2025-06-29 08:23:00,24.11586182796413
2025-06-29 08:24:00,24.047795899213043
2025-06-29 08:25:00,24.134559706539047
2025-06-29 08:26:00,24.090237062773976
2025-06-29 08:27:00,24.176157639463575
2025-06-29 08:28:00,24.191902803727988
2025-06-29 08:29:00,24.15573428495522
2025-06-29 08:30:00,24.075221956255234
2025-06-29 08:31:00,24.043515806465656
2025-06-29 08:32:00,24.07192645950016
2025-06-29 08:33:00,24.041210477981963
2025-06-29 08:34:00,24.058178178423795
2025-06-29 08:35:00,24.057903106818866
2025-06-29 08:36:00,24.068517896317726
2025-06-29 08:37:00,24.064051150665737
2025-06-29 08:38:00,24.05953843653085
2025-06-29 08:39:00,24.051816723766272
2025-06-29 08:40:00,24.07256276168799
2025-06-29 08:41:00,24.041856969483252
2025-06-29 08:42:00,24.039861080761444
2025-06-29 08:43:00,24.056977928193263
2025-06-29 08:44:00,23.907988282142448
2025-06-29 08:45:00,23.764202031679094
2025-06-29 08:46:00,23.78332407306214
2025-06-29 08:47:00,23.823530996244468
2025-06-29 08:48:00,23.73929344535354
2025-06-29 08:49:00,23.7261616212494
2025-06-29 08:50:00,23.6434995248094
2025-06-29 08:51:00,23.58050756292116
2025-06-29 08:52:00,23.53590239637047
2025-06-29 08:53:00,23.51570246319824
2025-06-29 08:54:00,23.55312540365256
2025-06-29 08:55:00,23.495027372162504
2025-06-29 08:56:00,23.535472308060783
2025-06-29 08:57:00,23.525167722120948
2025-06-29 08:58:00,23.57100694649513
2025-06-29 08:59:00,23.584466665335345
2025-06-29 09:00:00,23.677811248502938
2025-06-29 09:01:00,23.744860803157476
2025-06-29 09:02:00,23.66659071318918
2025-06-29 09:03:00,23.750056811038075
2025-06-29 09:04:00,23.754856361352317
2025-06-29 09:05:00,23.74619795650869
2025-06-29 09:06:00,23.73175354953899
2025-06-29 09:07:00,23.76300617180754
2025-06-29 09:08:00,23.77481217052253
