date time	WEATHER.PBWWI.AirPress	WEATHER.PBWWI.AirPressureBar	WEATHER.PBWWI.AirTempPort	WEATHER.PBWWI.AirTempStarboard	WEATHER.PBWWI.HumidityPort	WEATHER.PBWWI.HumidityStarboard	WEATHER.PBWWI.TrueWindDir	WEATHER.PBWWI.RealWindDir	WEATHER.PBWWI.TrueWindSpeed	WEATHER.PBWWI.RelWindSpeed
	spot	spot	spot	spot	spot	spot	spot	spot	spot	spot
	hPa	bar	°C	°C	%	%	°	°	m/s	m/s
2025/07/16 09:40:26	1014.4	1.0	26.9	27.0	78.0	78.0	189.0	342.0	2.9	3.2
2025/07/16 09:40:27	1014.4	1.0	26.9	27.0	78.0	78.0	191.0	342.0	3.0	3.0
2025/07/16 09:40:28	1014.4	1.0	26.9	27.0	78.0	78.0	185.0	339.0	2.7	2.9
2025/07/16 09:40:29	1014.4	1.0	26.9	27.0	78.0	78.0	178.0	333.0	2.8	3.1
2025/07/16 09:40:30	1014.4	1.0	26.9	27.0	78.0	78.0	174.0	329.0	3.2	3.5
2025/07/16 09:40:31	1014.4	1.0	26.9	27.0	78.0	78.0	174.0	329.0	3.6	3.9
2025/07/16 09:40:32	1014.4	1.0	26.9	27.0	78.0	78.0	178.0	332.0	3.3	3.7
2025/07/16 09:40:33	1014.4	1.0	26.9	27.0	78.0	78.0	179.0	333.0	3.4	3.7
2025/07/16 09:40:34	1014.4	1.0	26.9	27.0	78.0	78.0	180.0	333.0	3.4	3.6
2025/07/16 09:40:35	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:40:36	1014.4	1.0	26.9	27.0	78.0	78.0	182.0	336.0	3.4	3.7
2025/07/16 09:40:37	1014.4	1.0	26.9	27.0	78.0	78.0	189.0	342.0	3.6	3.9
2025/07/16 09:40:38	1014.4	1.0	26.9	27.0	78.0	78.0	193.0	346.0	3.4	3.7
2025/07/16 09:40:39	1014.4	1.0	26.9	27.0	78.0	78.0	195.0	348.0	2.9	3.3
2025/07/16 09:40:40	1014.4	1.0	26.9	27.0	78.0	78.0	190.0	344.0	2.7	3.0
2025/07/16 09:40:41	1014.4	1.0	27.0	27.0	78.0	78.0	177.0	332.0	3.6	3.9
2025/07/16 09:40:42	1014.4	1.0	27.0	27.0	78.0	78.0	175.0	328.0	3.9	4.2
2025/07/16 09:40:43	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:40:44	1014.4	1.0	27.0	27.0	78.0	78.0	173.0	327.0	3.9	4.2
2025/07/16 09:40:45	1014.4	1.0	27.0	27.0	78.0	78.0	174.0	328.0	3.5	3.8
2025/07/16 09:40:46	1014.4	1.0	27.0	27.0	78.0	78.0	178.0	332.0	3.0	3.3
2025/07/16 09:40:47	1014.4	1.0	27.0	27.0	78.0	78.0	182.0	335.0	3.1	3.4
2025/07/16 09:40:48	1014.4	1.0	27.0	27.1	78.0	78.0	184.0	337.0	3.4	3.6
2025/07/16 09:40:49	1014.4	1.0	27.0	27.1	78.0	78.0	185.0	338.0	3.9	4.1
2025/07/16 09:40:50	1014.4	1.0	27.0	27.1	78.0	78.0	184.0	337.0	3.8	4.1
2025/07/16 09:40:51	1014.4	1.0	27.0	27.1	78.0	78.0	181.0	334.0	3.4	3.7
2025/07/16 09:40:52	1014.4	1.0	27.0	27.1	78.0	78.0	179.0	334.0	2.9	3.3
2025/07/16 09:40:53	1014.4	1.0	27.0	27.1	78.0	78.0	179.0	335.0	2.8	3.3
2025/07/16 09:40:54	1014.4	1.0	27.0	27.1	78.0	78.0	178.0	331.0	4.2	4.5
2025/07/16 09:40:55	1014.4	1.0	27.0	27.1	78.0	78.0	179.0	332.0	4.8	5.0
2025/07/16 09:40:56	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:40:57	1014.4	1.0	26.9	27.1	78.0	78.0	179.0	330.0	4.9	4.9
2025/07/16 09:40:58	1014.4	1.0	26.9	27.1	78.0	78.0	175.0	328.0	4.1	4.3
2025/07/16 09:40:59	1014.4	1.0	26.9	27.1	78.0	78.0	177.0	330.0	3.7	4.0
2025/07/16 09:41:00	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:41:01	1014.4	1.0	26.9	27.1	78.0	78.0	189.0	341.0	3.7	4.0
2025/07/16 09:41:02	1014.4	1.0	26.9	27.1	78.0	78.0	189.0	342.0	4.4	4.8
2025/07/16 09:41:03	1014.4	1.0	26.9	27.1	78.0	78.0	191.0	344.0	3.7	4.1
2025/07/16 09:41:04	1014.4	1.0	26.9	27.1	78.0	78.0	189.0	342.0	3.6	3.9
2025/07/16 09:41:05	1014.4	1.0	26.9	27.1	78.0	78.0	188.0	341.0	3.5	3.8
2025/07/16 09:41:06	1014.4	1.0	26.9	27.1	78.0	78.0	186.0	338.0	3.8	4.0
2025/07/16 09:41:07	1014.4	1.0	26.9	27.1	78.0	78.0	188.0	339.0	4.3	4.3
2025/07/16 09:41:08	1014.4	1.0	26.9	27.1	78.0	78.0	188.0	340.0	4.1	4.3
2025/07/16 09:41:09	1014.4	1.0	26.9	27.1	78.0	78.0	186.0	339.0	3.7	4.0
2025/07/16 09:41:10	1014.4	1.0	26.9	27.1	78.0	78.0	186.0	339.0	3.4	3.7
2025/07/16 09:41:11	1014.4	1.0	26.9	27.1	78.0	78.0	184.0	337.0	3.3	3.6
2025/07/16 09:41:12	1014.4	1.0	26.9	27.1	78.0	78.0	183.0	336.0	3.4	3.7
2025/07/16 09:41:13	1014.4	1.0	26.9	27.1	78.0	78.0	181.0	334.0	3.6	3.9
2025/07/16 09:41:14	1014.4	1.0	26.9	27.1	78.0	78.0	182.0	334.0	3.8	4.0
2025/07/16 09:41:15	1014.4	1.0	26.9	27.1	78.0	78.0	182.0	334.0	3.9	4.1
2025/07/16 09:41:16	1014.4	1.0	26.9	27.1	78.0	78.0	183.0	335.0	3.8	4.1
2025/07/16 09:41:17	1014.4	1.0	26.9	27.1	78.0	78.0	181.0	335.0	3.4	3.8
2025/07/16 09:41:18	1014.4	1.0	26.9	27.1	78.0	78.0	181.0	335.0	3.1	3.5
2025/07/16 09:41:19	1014.4	1.0	26.9	27.1	78.0	78.0	186.0	339.0	3.1	3.4
2025/07/16 09:41:20	1014.4	1.0	26.9	27.1	78.0	78.0	188.0	340.0	3.4	3.7
2025/07/16 09:41:21	1014.4	1.0	26.9	27.1	78.0	78.0	186.0	338.0	3.8	4.1
2025/07/16 09:41:22	1014.4	1.0	26.9	27.1	78.0	78.0	183.0	335.0	3.8	4.1
2025/07/16 09:41:23	1014.4	1.0	26.9	27.1	78.0	78.0	178.0	331.0	3.8	4.2
2025/07/16 09:41:24	1014.4	1.0	26.9	27.0	78.0	78.0	175.0	329.0	3.6	4.0
2025/07/16 09:41:25	1014.4	1.0	26.9	27.0	78.0	78.0	175.0	329.0	3.5	3.8
2025/07/16 09:41:26	1014.4	1.0	26.9	27.0	78.0	78.0	181.0	333.0	3.5	3.7
2025/07/16 09:41:27	1014.4	1.0	26.9	27.0	78.0	78.0	186.0	337.0	3.7	3.7
2025/07/16 09:41:28	1014.4	1.0	26.9	27.0	78.0	78.0	188.0	338.0	4.0	4.0
2025/07/16 09:41:29	1014.4	1.0	26.9	27.0	78.0	78.0	186.0	338.0	4.0	4.2
2025/07/16 09:41:30	1014.4	1.0	26.9	27.0	78.0	78.0	183.0	336.0	3.8	4.2
2025/07/16 09:41:31	1014.4	1.0	26.9	27.0	78.0	78.0	181.0	335.0	3.4	4.0
2025/07/16 09:41:32	1014.4	1.0	26.9	27.0	78.0	78.0	183.0	337.0	3.4	3.9
2025/07/16 09:41:33	1014.4	1.0	26.9	27.0	78.0	78.0	188.0	340.0	3.4	3.7
2025/07/16 09:41:34	1014.4	1.0	26.9	27.0	78.0	78.0	192.0	343.0	3.7	3.9
2025/07/16 09:41:35	1014.4	1.0	26.9	27.0	78.0	78.0	193.0	343.0	4.4	4.4
2025/07/16 09:41:36	1014.4	1.0	26.9	27.0	78.0	78.0	188.0	338.0	4.4	4.4
2025/07/16 09:41:37	1014.4	1.0	26.9	27.0	78.0	78.0	188.0	339.0	4.3	4.5
2025/07/16 09:41:38	1014.4	1.0	26.9	27.0	78.0	78.0	186.0	338.0	4.0	4.3
2025/07/16 09:41:39	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:41:40	1014.4	1.0	27.0	27.0	78.0	78.0	186.0	338.0	3.9	4.2
2025/07/16 09:41:41	1014.4	1.0	27.0	27.1	78.0	79.0	186.0	338.0	4.0	4.3
2025/07/16 09:41:42	1014.4	1.0	27.0	27.1	78.0	79.0	191.0	342.0	4.3	4.6
2025/07/16 09:41:43	1014.4	1.0	27.0	27.1	78.0	79.0	198.0	348.0	4.7	5.0
2025/07/16 09:41:44	1014.4	1.0	27.0	27.1	78.0	79.0	197.0	348.0	4.5	4.8
2025/07/16 09:41:45	1014.4	1.0	27.0	27.1	78.0	79.0	190.0	342.0	4.1	4.4
2025/07/16 09:41:46	1014.4	1.0	27.0	27.1	78.0	79.0	185.0	338.0	3.8	4.2
2025/07/16 09:41:47	1014.4	1.0	27.0	27.1	78.0	79.0	184.0	337.0	3.9	4.2
2025/07/16 09:41:48	1014.4	1.0	27.0	27.1	78.0	79.0	193.0	343.0	4.4	4.4
2025/07/16 09:41:49	1014.4	1.0	27.0	27.1	78.0	78.0	200.0	349.0	4.6	4.6
2025/07/16 09:41:50	1014.4	1.0	27.0	27.1	78.0	78.0	199.0	348.0	4.8	4.8
2025/07/16 09:41:51	1014.4	1.0	27.0	27.1	78.0	79.0	197.0	348.0	4.2	4.5
2025/07/16 09:41:52	1014.4	1.0	27.0	27.1	78.0	79.0	193.0	345.0	3.8	4.2
2025/07/16 09:41:53	1014.4	1.0	27.0	27.1	78.0	79.0	187.0	340.0	3.6	4.1
2025/07/16 09:41:54	1014.4	1.0	27.0	27.1	78.0	79.0	185.0	338.0	3.9	4.4
2025/07/16 09:41:55	1014.4	1.0	27.0	27.1	78.0	79.0	189.0	341.0	4.3	4.7
2025/07/16 09:41:56	1014.4	1.0	27.0	27.1	78.0	79.0	194.0	345.0	4.3	4.6
2025/07/16 09:41:57	1014.4	1.0	27.0	27.1	78.0	79.0	198.0	348.0	4.5	4.5
2025/07/16 09:41:58	1014.4	1.0	27.0	27.1	78.0	79.0	198.0	348.0	4.4	4.4
2025/07/16 09:41:59	1014.4	1.0	27.0	27.1	78.0	79.0	196.0	346.0	4.3	4.3
2025/07/16 09:42:00	1014.4	1.0	26.9	27.1	79.0	79.0	195.0	346.0	3.7	3.9
2025/07/16 09:42:01	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:42:02	1014.4	1.0	26.9	27.1	79.0	78.0	195.0	346.0	3.9	4.2
2025/07/16 09:42:03	1014.4	1.0	26.9	27.1	78.0	78.0	196.0	347.0	4.2	4.5
2025/07/16 09:42:04	1014.4	1.0	26.9	27.1	78.0	78.0	193.0	345.0	4.3	4.7
2025/07/16 09:42:05	1014.4	1.0	26.9	27.1	78.0	78.0	191.0	343.0	4.4	4.8
2025/07/16 09:42:06	1014.3	1.0	26.9	27.1	78.0	78.0	190.0	341.0	4.4	4.7
2025/07/16 09:42:07	1014.3	1.0	26.9	27.0	78.0	78.0	189.0	341.0	4.3	4.5
2025/07/16 09:42:08	1014.3	1.0	26.9	27.0	78.0	78.0	187.0	339.0	4.1	4.4
2025/07/16 09:42:09	1014.3	1.0	26.9	27.0	78.0	78.0	189.0	341.0	3.9	4.2
2025/07/16 09:42:10	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:42:11	1014.3	1.0	26.9	27.0	78.0	78.0	198.0	349.0	4.1	4.5
2025/07/16 09:42:12	1014.3	1.0	26.9	27.0	78.0	78.0	199.0	350.0	4.0	4.3
2025/07/16 09:42:13	1014.3	1.0	26.9	27.0	78.0	78.0	199.0	350.0	3.8	4.1
2025/07/16 09:42:14	1014.3	1.0	26.9	27.0	78.0	78.0	198.0	349.0	4.2	4.2
2025/07/16 09:42:15	1014.4	1.0	26.9	27.0	78.0	78.0	196.0	347.0	4.4	4.4
2025/07/16 09:42:16	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:42:17	1014.4	1.0	26.9	27.0	78.0	78.0	194.0	345.0	4.6	4.8
2025/07/16 09:42:18	1014.4	1.0	26.9	27.0	78.0	78.0	190.0	343.0	4.1	4.5
2025/07/16 09:42:19	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:42:20	1014.4	1.0	26.9	27.0	78.0	78.0	185.0	339.0	3.8	4.3
2025/07/16 09:42:21	1014.4	1.0	26.9	27.0	78.0	78.0	194.0	346.0	4.3	4.6
2025/07/16 09:42:22	1014.4	1.0	26.9	27.0	78.0	78.0	197.0	348.0	4.3	4.6
2025/07/16 09:42:23	1014.4	1.0	26.9	27.0	78.0	78.0	198.0	349.0	4.3	4.3
2025/07/16 09:42:24	1014.4	1.0	26.9	27.0	78.0	78.0	198.0	349.0	4.1	4.1
2025/07/16 09:42:25	1014.4	1.0	26.9	27.0	78.0	78.0	198.0	348.0	4.3	4.3
2025/07/16 09:42:26	1014.4	1.0	26.9	27.0	78.0	78.0	194.0	346.0	4.3	4.5
2025/07/16 09:42:27	1014.4	1.0	26.9	27.0	78.0	78.0	192.0	344.0	4.4	4.7
2025/07/16 09:42:28	1014.4	1.0	26.9	27.0	78.0	78.0	189.0	342.0	4.1	4.5
2025/07/16 09:42:29	1014.4	1.0	26.9	27.0	78.0	78.0	190.0	343.0	4.0	4.4
2025/07/16 09:42:30	1014.4	1.0	26.9	27.0	78.0	78.0	189.0	343.0	3.9	4.3
2025/07/16 09:42:31	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:42:32	1014.4	1.0	26.9	27.0	78.0	78.0	190.0	342.0	4.3	4.6
2025/07/16 09:42:33	1014.4	1.0	26.9	27.0	78.0	78.0	190.0	342.0	4.7	4.9
2025/07/16 09:42:34	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:42:35	1014.4	1.0	26.9	27.0	78.0	78.0	190.0	342.0	4.6	4.9
2025/07/16 09:42:36	1014.4	1.0	26.9	27.0	78.0	78.0	191.0	343.0	4.3	4.6
2025/07/16 09:42:37	1014.4	1.0	26.9	27.0	78.0	78.0	199.0	351.0	3.8	4.2
2025/07/16 09:42:38	1014.4	1.0	26.9	27.0	78.0	78.0	199.0	351.0	3.9	4.3
2025/07/16 09:42:39	1014.4	1.0	26.9	27.0	78.0	78.0	197.0	349.0	4.1	4.5
2025/07/16 09:42:40	1014.4	1.0	26.9	27.0	78.0	78.0	194.0	346.0	4.5	4.8
2025/07/16 09:42:41	1014.4	1.0	26.9	27.0	78.0	78.0	193.0	344.0	4.8	4.8
2025/07/16 09:42:42	1014.4	1.0	26.9	27.0	78.0	78.0	190.0	342.0	4.5	4.7
2025/07/16 09:42:43	1014.4	1.0	26.9	27.0	78.0	78.0	188.0	341.0	4.1	4.4
2025/07/16 09:42:44	1014.4	1.0	26.9	27.0	78.0	78.0	188.0	341.0	3.8	4.1
2025/07/16 09:42:45	1014.4	1.0	26.9	27.0	78.0	78.0	188.0	342.0	3.6	4.0
2025/07/16 09:42:46	1014.4	1.0	26.9	27.0	78.0	78.0	190.0	342.0	4.0	4.3
2025/07/16 09:42:47	1014.4	1.0	26.9	27.0	78.0	78.0	191.0	343.0	4.3	4.6
2025/07/16 09:42:48	1014.4	1.0	26.9	27.0	78.0	78.0	191.0	343.0	4.3	4.6
2025/07/16 09:42:49	1014.4	1.0	26.9	27.0	78.0	78.0	189.0	342.0	4.0	4.3
2025/07/16 09:42:50	1014.4	1.0	26.9	27.0	78.0	78.0	189.0	341.0	3.6	3.8
2025/07/16 09:42:51	1014.4	1.0	26.9	27.0	78.0	78.0	193.0	344.0	3.8	3.8
2025/07/16 09:42:52	1014.4	1.0	26.9	27.0	78.0	78.0	198.0	349.0	4.3	4.3
2025/07/16 09:42:53	1014.4	1.0	26.9	27.0	78.0	78.0	200.0	351.0	4.4	4.7
2025/07/16 09:42:54	1014.4	1.0	26.9	27.0	78.0	78.0	194.0	347.0	4.0	4.4
2025/07/16 09:42:55	1014.4	1.0	26.9	27.0	78.0	78.0	183.0	338.0	3.3	3.8
2025/07/16 09:42:56	1014.4	1.0	26.9	27.0	78.0	78.0	178.0	334.0	3.3	3.8
2025/07/16 09:42:57	1014.4	1.0	26.9	27.0	78.0	78.0	185.0	338.0	4.0	4.3
2025/07/16 09:42:58	1014.4	1.0	26.9	27.0	78.0	78.0	193.0	344.0	4.7	4.7
2025/07/16 09:42:59	1014.4	1.0	26.9	27.0	78.0	78.0	197.0	348.0	4.6	4.6
2025/07/16 09:43:00	1014.4	1.0	26.9	27.0	78.0	78.0	198.0	349.0	3.9	3.9
2025/07/16 09:43:01	1014.4	1.0	26.9	27.0	78.0	78.0	193.0	346.0	3.2	3.4
2025/07/16 09:43:02	1014.4	1.0	26.9	27.0	78.0	78.0	188.0	341.0	3.3	3.6
2025/07/16 09:43:03	1014.4	1.0	26.9	27.0	78.0	78.0	189.0	342.0	4.0	4.3
2025/07/16 09:43:04	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:43:05	1014.4	1.0	26.9	27.0	78.0	78.0	192.0	345.0	4.4	4.7
2025/07/16 09:43:06	1014.4	1.0	26.9	27.0	78.0	78.0	197.0	349.0	3.4	3.8
2025/07/16 09:43:07	1014.4	1.0	26.9	27.0	78.0	78.0	196.0	348.0	3.1	3.4
2025/07/16 09:43:08	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:43:09	1014.4	1.0	26.9	27.0	78.0	78.0	193.0	346.0	3.3	3.6
2025/07/16 09:43:10	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:43:11	1014.4	1.0	26.9	27.0	78.0	78.0	186.0	339.0	4.2	4.5
2025/07/16 09:43:12	1014.4	1.0	26.9	27.0	78.0	78.0	186.0	338.0	4.1	4.4
2025/07/16 09:43:13	1014.4	1.0	26.9	27.0	78.0	78.0	187.0	339.0	3.8	4.0
2025/07/16 09:43:14	1014.4	1.0	26.9	27.0	78.0	78.0	188.0	341.0	3.5	3.7
2025/07/16 09:43:15	1014.4	1.0	26.9	27.0	78.0	78.0	191.0	343.0	3.6	3.8
2025/07/16 09:43:16	1014.4	1.0	26.9	27.0	78.0	78.0	192.0	345.0	3.5	3.8
2025/07/16 09:43:17	1014.4	1.0	26.9	27.0	78.0	78.0	195.0	347.0	3.3	3.6
2025/07/16 09:43:18	1014.4	1.0	26.9	27.0	78.0	78.0	197.0	349.0	3.3	3.6
2025/07/16 09:43:19	1014.4	1.0	26.9	27.0	78.0	78.0	197.0	349.0	3.7	4.0
2025/07/16 09:43:20	1014.4	1.0	26.9	27.0	78.0	78.0	192.0	344.0	4.0	4.3
2025/07/16 09:43:21	1014.4	1.0	26.9	27.0	78.0	78.0	186.0	339.0	4.0	4.3
2025/07/16 09:43:22	1014.4	1.0	26.9	27.0	78.0	77.0	182.0	336.0	3.6	3.9
2025/07/16 09:43:23	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:43:24	1014.4	1.0	26.9	27.0	78.0	77.0	181.0	335.0	3.4	3.7
2025/07/16 09:43:25	1014.4	1.0	26.9	27.0	78.0	77.0	183.0	337.0	3.4	3.7
2025/07/16 09:43:26	1014.4	1.0	26.9	27.0	78.0	77.0	189.0	343.0	3.4	3.8
2025/07/16 09:43:27	1014.4	1.0	26.9	27.0	78.0	77.0	196.0	349.0	3.3	3.7
2025/07/16 09:43:28	1014.4	1.0	26.9	27.0	78.0	77.0	197.0	350.0	3.3	3.6
2025/07/16 09:43:29	1014.4	1.0	26.9	27.0	78.0	78.0	196.0	347.0	3.5	3.5
2025/07/16 09:43:30	1014.4	1.0	26.9	27.0	78.0	78.0	193.0	345.0	3.4	3.4
2025/07/16 09:43:31	1014.4	1.0	26.9	27.0	78.0	77.0	192.0	344.0	3.4	3.4
2025/07/16 09:43:32	1014.4	1.0	26.9	27.0	78.0	77.0	193.0	344.0	3.5	3.5
2025/07/16 09:43:33	1014.4	1.0	26.9	27.0	78.0	77.0	191.0	343.0	3.8	3.8
2025/07/16 09:43:34	1014.4	1.0	26.9	27.0	78.0	78.0	186.0	340.0	3.5	3.8
2025/07/16 09:43:35	1014.4	1.0	26.9	27.0	78.0	78.0	185.0	339.0	3.4	3.8
2025/07/16 09:43:36	1014.4	1.0	26.9	27.0	78.0	77.0	189.0	343.0	3.3	3.6
2025/07/16 09:43:37	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:43:38	1014.4	1.0	26.9	27.0	78.0	77.0	193.0	345.0	3.3	3.5
2025/07/16 09:43:39	1014.4	1.0	26.9	27.0	78.0	78.0	197.0	348.0	3.4	3.4
2025/07/16 09:43:40	1014.4	1.0	26.9	27.0	78.0	78.0	202.0	353.0	3.3	3.3
2025/07/16 09:43:41	1014.4	1.0	26.9	27.0	78.0	78.0	199.0	351.0	3.0	3.3
2025/07/16 09:43:42	1014.4	1.0	26.9	27.0	78.0	78.0	197.0	350.0	3.0	3.3
2025/07/16 09:43:43	1014.4	1.0	26.9	27.0	78.0	78.0	194.0	347.0	2.7	3.0
2025/07/16 09:43:44	1014.4	1.0	26.9	27.0	78.0	78.0	197.0	348.0	2.9	2.9
2025/07/16 09:43:45	1014.4	1.0	26.9	27.0	78.0	78.0	203.0	354.0	3.2	3.2
2025/07/16 09:43:46	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:43:47	1014.4	1.0	26.9	27.0	78.0	78.0	204.0	355.0	3.5	3.5
2025/07/16 09:43:48	1014.4	1.0	26.9	27.0	78.0	78.0	201.0	353.0	4.1	4.1
2025/07/16 09:43:49	1014.4	1.0	26.9	27.0	78.0	78.0	194.0	347.0	3.3	3.7
2025/07/16 09:43:50	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:43:51	1014.4	1.0	26.9	27.0	78.0	78.0	190.0	344.0	3.1	3.4
2025/07/16 09:43:52	1014.4	1.0	26.9	27.0	78.0	78.0	191.0	345.0	3.1	3.5
2025/07/16 09:43:53	1014.4	1.0	26.9	27.0	78.0	78.0	200.0	353.0	3.6	4.0
2025/07/16 09:43:54	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:43:55	1014.4	1.0	26.9	27.0	78.0	78.0	202.0	355.0	3.5	3.8
2025/07/16 09:43:56	1014.4	1.0	26.9	27.0	78.0	78.0	201.0	353.0	3.4	3.4
2025/07/16 09:43:57	1014.4	1.0	26.9	27.0	78.0	78.0	200.0	352.0	3.2	3.2
2025/07/16 09:43:58	1014.4	1.0	26.9	27.0	78.0	78.0	200.0	352.0	3.4	3.4
2025/07/16 09:43:59	1014.4	1.0	26.9	27.0	78.0	78.0	197.0	348.0	3.6	3.6
2025/07/16 09:44:00	1014.4	1.0	26.9	27.0	78.0	78.0	196.0	348.0	3.6	3.6
2025/07/16 09:44:01	1014.4	1.0	26.9	27.0	78.0	78.0	196.0	348.0	3.7	3.7
2025/07/16 09:44:02	1014.4	1.0	26.9	27.0	78.0	78.0	193.0	346.0	3.3	3.5
2025/07/16 09:44:03	1014.4	1.0	26.9	27.0	78.0	78.0	192.0	346.0	3.6	3.8
2025/07/16 09:44:04	1014.4	1.0	26.9	27.0	78.0	78.0	188.0	342.0	3.5	3.7
2025/07/16 09:44:05	1014.4	1.0	26.9	27.0	78.0	78.0	187.0	341.0	3.4	3.7
2025/07/16 09:44:06	1014.4	1.0	26.9	27.0	78.0	78.0	183.0	338.0	3.5	3.9
2025/07/16 09:44:07	1014.4	1.0	26.9	27.0	78.0	78.0	184.0	339.0	3.6	4.0
2025/07/16 09:44:08	1014.4	1.0	26.9	27.0	78.0	78.0	187.0	342.0	3.4	3.7
2025/07/16 09:44:09	1014.4	1.0	26.9	27.0	78.0	78.0	191.0	343.0	3.4	3.4
2025/07/16 09:44:10	1014.4	1.0	26.9	27.0	78.0	78.0	196.0	348.0	3.1	3.1
2025/07/16 09:44:11	1014.4	1.0	26.9	27.0	78.0	78.0	201.0	353.0	3.2	3.2
2025/07/16 09:44:12	1014.4	1.0	26.9	27.0	78.0	78.0	199.0	351.0	3.9	3.9
2025/07/16 09:44:13	#	#	#	#	#	#	#	#	#	#
2025/07/16 09:44:14	1014.4	1.0	26.9	27.0	78.0	78.0	194.0	346.0	3.8	3.8
2025/07/16 09:44:15	1014.4	1.0	26.9	27.0	78.0	78.0	190.0	342.0	3.7	3.7
2025/07/16 09:44:16	1014.4	1.0	26.9	27.0	78.0	78.0	188.0	341.0	4.0	4.0
