Date; Target(°C); Sensor(°C)
Jul 8 2025 7:44:24 AM; 25,225; 25,423
Jul 8 2025 7:44:25 AM; 25,183; 25,423
Jul 8 2025 7:44:26 AM; 25,191; 25,422
Jul 8 2025 7:44:27 AM; 25,326; 25,422
Jul 8 2025 7:44:28 AM; 25,214; 25,422
Jul 8 2025 7:44:29 AM; 25,264; 25,422
Jul 8 2025 7:44:30 AM; 25,296; 25,423
Jul 8 2025 7:44:31 AM; 25,29; 25,422
Jul 8 2025 7:44:32 AM; 25,34; 25,423
Jul 8 2025 7:44:33 AM; 25,273; 25,423
Jul 8 2025 7:44:34 AM; 25,256; 25,422
Jul 8 2025 7:44:35 AM; 25,369; 25,423
Jul 8 2025 7:44:36 AM; 25,212; 25,423
Jul 8 2025 7:44:37 AM; 25,355; 25,423
Jul 8 2025 7:44:38 AM; 25,386; 25,423
Jul 8 2025 7:44:39 AM; 25,33; 25,423
Jul 8 2025 7:44:40 AM; 25,175; 25,423
Jul 8 2025 7:44:41 AM; 25,305; 25,424
Jul 8 2025 7:44:42 AM; 25,254; 25,423
Jul 8 2025 7:44:43 AM; 25,347; 25,424
Jul 8 2025 7:44:44 AM; 25,258; 25,424
Jul 8 2025 7:44:45 AM; 25,333; 25,424
Jul 8 2025 7:44:46 AM; 25,224; 25,424
Jul 8 2025 7:44:47 AM; 25,342; 25,424
Jul 8 2025 7:44:48 AM; 25,297; 25,425
Jul 8 2025 7:44:49 AM; 25,222; 25,425
Jul 8 2025 7:44:50 AM; 25,38; 25,425
Jul 8 2025 7:44:51 AM; 25,346; 25,425
Jul 8 2025 7:44:52 AM; 25,385; 25,426
Jul 8 2025 7:44:53 AM; 25,223; 25,426
Jul 8 2025 7:44:54 AM; 25,378; 25,426
Jul 8 2025 7:44:55 AM; 25,316; 25,426
Jul 8 2025 7:44:56 AM; 25,425; 25,426
Jul 8 2025 7:44:57 AM; 25,136; 25,427
Jul 8 2025 7:44:58 AM; 25,244; 25,427
Jul 8 2025 7:44:59 AM; 25,213; 25,427
Jul 8 2025 7:45:00 AM; 25,303; 25,427
Jul 8 2025 7:45:01 AM; 25,297; 25,427
Jul 8 2025 7:45:02 AM; 25,143; 25,427
Jul 8 2025 7:45:03 AM; 25,278; 25,427
Jul 8 2025 7:45:04 AM; 25,239; 25,428
Jul 8 2025 7:45:05 AM; 25,298; 25,428
Jul 8 2025 7:45:06 AM; 25,23; 25,428
Jul 8 2025 7:45:07 AM; 25,253; 25,428
Jul 8 2025 7:45:08 AM; 25,38; 25,428
Jul 8 2025 7:45:09 AM; 25,402; 25,428
Jul 8 2025 7:45:10 AM; 25,299; 25,429
Jul 8 2025 7:45:11 AM; 25,237; 25,429
Jul 8 2025 7:45:12 AM; 25,293; 25,429
Jul 8 2025 7:45:13 AM; 25,332; 25,43
Jul 8 2025 7:45:14 AM; 25,063; 25,429
Jul 8 2025 7:45:15 AM; 25,249; 25,429
Jul 8 2025 7:45:16 AM; 25,198; 25,429
Jul 8 2025 7:45:17 AM; 25,1; 25,43
Jul 8 2025 7:45:18 AM; 25,395; 25,43
Jul 8 2025 7:45:19 AM; 25,264; 25,43
Jul 8 2025 7:45:20 AM; 25,384; 25,43
Jul 8 2025 7:45:21 AM; 25,325; 25,43
Jul 8 2025 7:45:22 AM; 25,382; 25,43
Jul 8 2025 7:45:23 AM; 25,194; 25,431
Jul 8 2025 7:45:24 AM; 25,376; 25,43
Jul 8 2025 7:45:25 AM; 25,371; 25,43
Jul 8 2025 7:45:26 AM; 25,127; 25,431
Jul 8 2025 7:45:27 AM; 25,315; 25,431
Jul 8 2025 7:45:28 AM; 25,363; 25,431
Jul 8 2025 7:45:29 AM; 24,862; 25,432
Jul 8 2025 7:45:30 AM; 25,198; 25,432
Jul 8 2025 7:45:31 AM; 25,296; 25,432
Jul 8 2025 7:45:32 AM; 25,148; 25,432
Jul 8 2025 7:45:33 AM; 25,237; 25,432
Jul 8 2025 7:45:34 AM; 25,291; 25,432
Jul 8 2025 7:45:35 AM; 25,364; 25,432
Jul 8 2025 7:45:36 AM; 25,333; 25,432
Jul 8 2025 7:45:37 AM; 25,283; 25,432
Jul 8 2025 7:45:38 AM; 25,297; 25,432
Jul 8 2025 7:45:39 AM; 25,35; 25,432
Jul 8 2025 7:45:40 AM; 25,317; 25,433
Jul 8 2025 7:45:41 AM; 26,014; 25,433
Jul 8 2025 7:45:42 AM; 25,51; 25,433
Jul 8 2025 7:45:43 AM; 25,328; 25,433
Jul 8 2025 7:45:44 AM; 25,334; 25,433
