Date; Target(°C); Sensor(°C)
Jul 6 2025 7:00:01 AM; 24,984; 25,151
Jul 6 2025 7:00:02 AM; 24,986; 25,15
Jul 6 2025 7:00:03 AM; 24,995; 25,15
Jul 6 2025 7:00:04 AM; 24,961; 25,15
Jul 6 2025 7:00:05 AM; 25,003; 25,15
Jul 6 2025 7:00:06 AM; 25,017; 25,15
Jul 6 2025 7:00:07 AM; 24,994; 25,15
Jul 6 2025 7:00:08 AM; 24,972; 25,15
Jul 6 2025 7:00:09 AM; 25; 25,15
Jul 6 2025 7:00:10 AM; 24,989; 25,15
Jul 6 2025 7:00:11 AM; 24,991; 25,15
Jul 6 2025 7:00:12 AM; 24,986; 25,15
Jul 6 2025 7:00:13 AM; 25; 25,15
Jul 6 2025 7:00:14 AM; 25,033; 25,15
Jul 6 2025 7:00:15 AM; 25,022; 25,15
Jul 6 2025 7:00:16 AM; 24,949; 25,15
Jul 6 2025 7:00:17 AM; 25,008; 25,15
Jul 6 2025 7:00:18 AM; 24,966; 25,15
Jul 6 2025 7:00:19 AM; 25,005; 25,15
Jul 6 2025 7:00:20 AM; 25,024; 25,149
Jul 6 2025 7:00:21 AM; 24,991; 25,15
Jul 6 2025 7:00:22 AM; 24,999; 25,15
Jul 6 2025 7:00:23 AM; 25,044; 25,15
Jul 6 2025 7:00:24 AM; 24,968; 25,149
Jul 6 2025 7:00:25 AM; 24,985; 25,149
Jul 6 2025 7:00:26 AM; 25,013; 25,149
Jul 6 2025 7:00:27 AM; 25,033; 25,15
Jul 6 2025 7:00:28 AM; 25,014; 25,15
Jul 6 2025 7:00:29 AM; 24,938; 25,15
Jul 6 2025 7:00:30 AM; 24,963; 25,15
Jul 6 2025 7:00:31 AM; 25,008; 25,149
Jul 6 2025 7:00:32 AM; 24,986; 25,15
Jul 6 2025 7:00:33 AM; 24,966; 25,15
Jul 6 2025 7:00:34 AM; 25,053; 25,15
Jul 6 2025 7:00:35 AM; 24,969; 25,15
Jul 6 2025 7:00:36 AM; 24,975; 25,15
Jul 6 2025 7:00:37 AM; 25,051; 25,15
Jul 6 2025 7:00:38 AM; 24,995; 25,15
Jul 6 2025 7:00:39 AM; 24,964; 25,151
Jul 6 2025 7:00:40 AM; 24,955; 25,151
Jul 6 2025 7:00:41 AM; 25,023; 25,151
Jul 6 2025 7:00:42 AM; 25,023; 25,151
Jul 6 2025 7:00:43 AM; 24,962; 25,151
Jul 6 2025 7:00:44 AM; 25,004; 25,151
Jul 6 2025 7:00:45 AM; 24,984; 25,151
Jul 6 2025 7:00:46 AM; 24,965; 25,151
Jul 6 2025 7:00:47 AM; 25,032; 25,152
Jul 6 2025 7:00:48 AM; 25,027; 25,152
Jul 6 2025 7:00:49 AM; 25,004; 25,152
Jul 6 2025 7:00:50 AM; 25,024; 25,152
Jul 6 2025 7:00:51 AM; 25,064; 25,152
Jul 6 2025 7:00:52 AM; 25,084; 25,152
Jul 6 2025 7:00:53 AM; 25,016; 25,152
Jul 6 2025 7:00:54 AM; 24,986; 25,152
Jul 6 2025 7:00:55 AM; 25,019; 25,153
Jul 6 2025 7:00:56 AM; 25,003; 25,153
Jul 6 2025 7:00:57 AM; 25,014; 25,153
Jul 6 2025 7:00:58 AM; 25; 25,154
Jul 6 2025 7:00:59 AM; 25,105; 25,154
Jul 6 2025 7:01:00 AM; 25,038; 25,154
Jul 6 2025 7:01:01 AM; 24,965; 25,154
Jul 6 2025 7:01:02 AM; 25,021; 25,154
Jul 6 2025 7:01:03 AM; 25,038; 25,155
Jul 6 2025 7:01:04 AM; 25,103; 25,155
Jul 6 2025 7:01:05 AM; 25,014; 25,156
Jul 6 2025 7:01:06 AM; 25,068; 25,156
Jul 6 2025 7:01:07 AM; 24,972; 25,156
Jul 6 2025 7:01:08 AM; 24,995; 25,156
Jul 6 2025 7:01:09 AM; 25,015; 25,157
Jul 6 2025 7:01:10 AM; 25,007; 25,157
Jul 6 2025 7:01:11 AM; 25,046; 25,157
Jul 6 2025 7:01:12 AM; 25,038; 25,158
Jul 6 2025 7:01:13 AM; 25,011; 25,158
Jul 6 2025 7:01:14 AM; 25,03; 25,158
Jul 6 2025 7:01:15 AM; 24,986; 25,158
Jul 6 2025 7:01:16 AM; 25,011; 25,159
Jul 6 2025 7:01:17 AM; 24,961; 25,159
Jul 6 2025 7:01:18 AM; 24,947; 25,159
Jul 6 2025 7:01:19 AM; 24,998; 25,159
Jul 6 2025 7:01:20 AM; 25,057; 25,16
Jul 6 2025 7:01:21 AM; 24,967; 25,16
Jul 6 2025 7:01:22 AM; 25,043; 25,16
Jul 6 2025 7:01:23 AM; 24,97; 25,16
Jul 6 2025 7:01:24 AM; 25,007; 25,16
Jul 6 2025 7:01:25 AM; 24,965; 25,16
Jul 6 2025 7:01:26 AM; 25,021; 25,16
Jul 6 2025 7:01:27 AM; 25,06; 25,16
Jul 6 2025 7:01:28 AM; 25,083; 25,16
Jul 6 2025 7:01:29 AM; 25,01; 25,16
Jul 6 2025 7:01:30 AM; 25,022; 25,16
Jul 6 2025 7:01:31 AM; 24,98; 25,161
Jul 6 2025 7:01:32 AM; 24,999; 25,161
Jul 6 2025 7:01:33 AM; 25,05; 25,16
Jul 6 2025 7:01:34 AM; 25,011; 25,161
Jul 6 2025 7:01:35 AM; 25,036; 25,161
Jul 6 2025 7:01:36 AM; 25,03; 25,161
Jul 6 2025 7:01:37 AM; 24,986; 25,161
Jul 6 2025 7:01:38 AM; 24,932; 25,161
Jul 6 2025 7:01:39 AM; 24,907; 25,161
Jul 6 2025 7:01:40 AM; 24,949; 25,161
Jul 6 2025 7:01:41 AM; 25,012; 25,162
Jul 6 2025 7:01:42 AM; 25,017; 25,161
Jul 6 2025 7:01:43 AM; 24,929; 25,161
Jul 6 2025 7:01:44 AM; 25,003; 25,161
Jul 6 2025 7:01:45 AM; 25,017; 25,162
Jul 6 2025 7:01:46 AM; 24,992; 25,162
Jul 6 2025 7:01:47 AM; 24,983; 25,161
Jul 6 2025 7:01:48 AM; 24,963; 25,161
Jul 6 2025 7:01:49 AM; 24,95; 25,162
Jul 6 2025 7:01:50 AM; 24,981; 25,162
Jul 6 2025 7:01:51 AM; 24,998; 25,162
Jul 6 2025 7:01:52 AM; 24,986; 25,162
Jul 6 2025 7:01:53 AM; 25,006; 25,162
Jul 6 2025 7:01:54 AM; 25,026; 25,162
Jul 6 2025 7:01:55 AM; 25,014; 25,162
Jul 6 2025 7:01:56 AM; 25,02; 25,162
Jul 6 2025 7:01:57 AM; 25,028; 25,162
Jul 6 2025 7:01:58 AM; 25,037; 25,162
Jul 6 2025 7:01:59 AM; 24,998; 25,162
Jul 6 2025 7:02:00 AM; 24,987; 25,162
Jul 6 2025 7:02:01 AM; 24,995; 25,162
Jul 6 2025 7:02:02 AM; 24,986; 25,162
Jul 6 2025 7:02:03 AM; 25,06; 25,162
Jul 6 2025 7:02:04 AM; 25,007; 25,162
Jul 6 2025 7:02:05 AM; 25,125; 25,162
Jul 6 2025 7:02:06 AM; 24,998; 25,162
Jul 6 2025 7:02:07 AM; 25,032; 25,163
Jul 6 2025 7:02:08 AM; 25,133; 25,163
Jul 6 2025 7:02:09 AM; 25,004; 25,163
Jul 6 2025 7:02:10 AM; 25,08; 25,163
Jul 6 2025 7:02:11 AM; 25,167; 25,163
Jul 6 2025 7:02:12 AM; 25,03; 25,163
Jul 6 2025 7:02:13 AM; 25,061; 25,163
Jul 6 2025 7:02:14 AM; 25,1; 25,163
Jul 6 2025 7:02:15 AM; 25,016; 25,164
Jul 6 2025 7:02:16 AM; 25,025; 25,164
Jul 6 2025 7:02:17 AM; 25,26; 25,164
Jul 6 2025 7:02:18 AM; 25,047; 25,164
Jul 6 2025 7:02:19 AM; 25,006; 25,164
Jul 6 2025 7:02:20 AM; 24,986; 25,164
Jul 6 2025 7:02:21 AM; 25,008; 25,164
Jul 6 2025 7:02:22 AM; 25,037; 25,165
Jul 6 2025 7:02:23 AM; 24,882; 25,165
Jul 6 2025 7:02:24 AM; 25,054; 25,165
Jul 6 2025 7:02:25 AM; 25,018; 25,165
Jul 6 2025 7:02:26 AM; 25,007; 25,165
Jul 6 2025 7:02:27 AM; 25,007; 25,166
Jul 6 2025 7:02:28 AM; 25,03; 25,166
Jul 6 2025 7:02:29 AM; 25,01; 25,166
Jul 6 2025 7:02:30 AM; 24,993; 25,166
Jul 6 2025 7:02:31 AM; 25,016; 25,166
Jul 6 2025 7:02:32 AM; 25,013; 25,166
Jul 6 2025 7:02:33 AM; 25,053; 25,166
Jul 6 2025 7:02:34 AM; 25,011; 25,167
Jul 6 2025 7:02:35 AM; 25,022; 25,167
Jul 6 2025 7:02:36 AM; 25,065; 25,167
Jul 6 2025 7:02:37 AM; 25,073; 25,167
Jul 6 2025 7:02:38 AM; 25,084; 25,167
Jul 6 2025 7:02:39 AM; 25,051; 25,167
Jul 6 2025 7:02:40 AM; 25,074; 25,168
Jul 6 2025 7:02:41 AM; 25,001; 25,168
Jul 6 2025 7:02:42 AM; 25,007; 25,168
Jul 6 2025 7:02:43 AM; 25,04; 25,168
Jul 6 2025 7:02:44 AM; 25,021; 25,168
Jul 6 2025 7:02:45 AM; 25,012; 25,168
Jul 6 2025 7:02:46 AM; 25,17; 25,168
Jul 6 2025 7:02:47 AM; 24,964; 25,168
Jul 6 2025 7:02:48 AM; 24,945; 25,168
Jul 6 2025 7:02:49 AM; 25,024; 25,168
Jul 6 2025 7:02:50 AM; 24,931; 25,169
Jul 6 2025 7:02:51 AM; 24,965; 25,168
Jul 6 2025 7:02:52 AM; 25,125; 25,168
Jul 6 2025 7:02:53 AM; 25,007; 25,168
Jul 6 2025 7:02:54 AM; 24,948; 25,168
Jul 6 2025 7:02:55 AM; 25,072; 25,168
Jul 6 2025 7:02:56 AM; 24,97; 25,168
Jul 6 2025 7:02:57 AM; 24,998; 25,168
Jul 6 2025 7:02:58 AM; 25,223; 25,168
Jul 6 2025 7:02:59 AM; 24,948; 25,168
Jul 6 2025 7:03:00 AM; 24,996; 25,168
Jul 6 2025 7:03:01 AM; 25,133; 25,168
Jul 6 2025 7:03:02 AM; 24,973; 25,168
Jul 6 2025 7:03:03 AM; 25,012; 25,168
Jul 6 2025 7:03:04 AM; 25,229; 25,168
Jul 6 2025 7:03:05 AM; 25,018; 25,168
Jul 6 2025 7:03:06 AM; 25,052; 25,168
Jul 6 2025 7:03:07 AM; 25,029; 25,168
Jul 6 2025 7:03:08 AM; 25,023; 25,168
Jul 6 2025 7:03:09 AM; 25,035; 25,168
Jul 6 2025 7:03:10 AM; 25,06; 25,168
Jul 6 2025 7:03:11 AM; 25,086; 25,168
Jul 6 2025 7:03:12 AM; 25,063; 25,169
Jul 6 2025 7:03:13 AM; 24,72; 25,169
Jul 6 2025 7:03:14 AM; 24,901; 25,169
Jul 6 2025 7:03:15 AM; 25,016; 25,169
Jul 6 2025 7:03:16 AM; 24,887; 25,169
Jul 6 2025 7:03:17 AM; 25,027; 25,169
Jul 6 2025 7:03:18 AM; 25,033; 25,169
Jul 6 2025 7:03:19 AM; 24,707; 25,169
Jul 6 2025 7:03:20 AM; 24,96; 25,169
Jul 6 2025 7:03:21 AM; 24,969; 25,169
Jul 6 2025 7:03:22 AM; 24,963; 25,17
Jul 6 2025 7:03:23 AM; 25; 25,169
Jul 6 2025 7:03:24 AM; 25,065; 25,17
Jul 6 2025 7:03:25 AM; 24,873; 25,17
Jul 6 2025 7:03:26 AM; 25,082; 25,17
Jul 6 2025 7:03:27 AM; 25,078; 25,17
Jul 6 2025 7:03:28 AM; 25,023; 25,17
Jul 6 2025 7:03:29 AM; 25,082; 25,17
Jul 6 2025 7:03:30 AM; 25,082; 25,17
Jul 6 2025 7:03:31 AM; 24,843; 25,171
Jul 6 2025 7:03:32 AM; 25,004; 25,171
Jul 6 2025 7:03:33 AM; 25,052; 25,171
Jul 6 2025 7:03:34 AM; 24,959; 25,171
Jul 6 2025 7:03:35 AM; 24,982; 25,171
Jul 6 2025 7:03:36 AM; 25,083; 25,172
Jul 6 2025 7:03:37 AM; 24,999; 25,171
Jul 6 2025 7:03:38 AM; 25,004; 25,171
Jul 6 2025 7:03:39 AM; 25,106; 25,171
Jul 6 2025 7:03:40 AM; 24,965; 25,171
Jul 6 2025 7:03:41 AM; 24,957; 25,171
Jul 6 2025 7:03:42 AM; 25,1; 25,171
Jul 6 2025 7:03:43 AM; 24,982; 25,172
