Time,Rad_Sky,Rad_Water
2025-06-26 05:35:01,46926007.21396329,51433457.12900883
2025-06-26 05:35:02,47042669.783482425,51410103.68371571
2025-06-26 05:35:03,47086940.86304813,51416545.37590994
2025-06-26 05:35:04,47077015.83319618,51411714.0612261
2025-06-26 05:35:05,47109085.89847356,51424598.174229875
2025-06-26 05:35:06,47155687.499082,51424598.174229875
2025-06-26 05:35:07,47120542.71127856,51433457.12900883
2025-06-26 05:35:08,47187025.62830329,51419766.404160455
2025-06-26 05:35:09,47122070.41429314,51421376.96382436
2025-06-26 05:35:10,47239028.96506635,51398026.82006351
2025-06-26 05:35:11,47128945.45049401,51425403.495805815
2025-06-26 05:35:12,47115959.78290476,51433457.12900883
2025-06-26 05:35:13,47102976.29086614,51447150.04735349
2025-06-26 05:35:14,47040380.58876698,51449566.672410786
2025-06-26 05:35:15,47105267.33726123,51453594.53264284
2025-06-26 05:35:16,47070145.40387985,51421376.96382436
2025-06-26 05:35:17,47132001.2178681,51425403.495805815
2025-06-26 05:35:18,47156451.69312357,51445539.001932666
2025-06-26 05:35:19,47103739.96547021,51459233.85575661
2025-06-26 05:35:20,47098394.40132202,51433457.12900883
2025-06-26 05:35:21,47144989.57298663,51431040.959353894
2025-06-26 05:35:22,47107558.45140551,51423792.86024374
2025-06-26 05:35:23,47147281.86150275,51442317.002172075
2025-06-26 05:35:24,47092285.63680664,51441511.52120713
2025-06-26 05:35:25,47136585.094772995,51452788.94541602
2025-06-26 05:35:26,47161037.01547253,51425403.495805815
2025-06-26 05:35:27,47161037.01547253,51440706.047832206
2025-06-26 05:35:28,47073198.85274881,51420571.68019754
2025-06-26 05:35:29,47043432.863440886,51417350.62158793
2025-06-26 05:35:30,47070145.40387985,51387561.58618961
2025-06-26 05:35:31,47089994.974317,51391586.52435242
2025-06-26 05:35:32,47069382.06048043,51370658.91779004
2025-06-26 05:35:33,47178616.59528506,51384341.77226813
2025-06-26 05:35:34,47118251.21321611,51420571.68019754
2025-06-26 05:35:35,47066328.76215355,51431846.34164896
2025-06-26 05:35:36,47122834.27709234,51390781.52154102
2025-06-26 05:35:37,47072435.47924084,51392391.534753196
2025-06-26 05:35:38,47092285.63680664,51407688.174372524
2025-06-26 05:35:39,47158744.320419595,51426208.82497164
2025-06-26 05:35:40,47093812.7827704,51425403.495805815
2025-06-26 05:35:41,47109085.89847356,51398026.82006351
2025-06-26 05:35:42,47096103.5581723,51411714.0612261
2025-06-26 05:35:43,47102976.29086614,51434262.534073725
2025-06-26 05:35:44,47150338.351588115,51428624.858008265
2025-06-26 05:35:45,47132001.2178681,51460845.159244336
2025-06-26 05:35:46,47129709.381045416,51451177.79373309
2025-06-26 05:35:47,47148810.09148865,51426208.82497164
2025-06-26 05:35:48,47153394.96212814,51421376.96382436
2025-06-26 05:35:49,47135821.096468456,51436678.79480815
2025-06-26 05:35:50,47128181.52747071,51450372.22927685
2025-06-26 05:35:51,46996136.138459034,51447955.58144914
2025-06-26 05:35:52,47187025.62830329,51451983.36577946
2025-06-26 05:35:53,47053353.587832585,51399636.969886154
2025-06-26 05:35:54,47135057.10569209,51460845.159244336
2025-06-26 05:35:55,47124362.02527472,51428624.858008265
2025-06-26 05:35:56,47141933.29369502,51437484.230232954
2025-06-26 05:35:57,46987747.80576016,51441511.52120713
2025-06-26 05:35:58,47101448.96424096,51452788.94541602
2025-06-26 05:35:59,47068618.72460808,51437484.230232954
2025-06-26 05:36:00,47098394.40132202,51443927.986872196
2025-06-26 05:36:01,47055643.16641216,51484212.47169566
2025-06-26 05:36:02,47180145.44261892,51422987.5538475
2025-06-26 05:36:03,47006050.796599045,51429430.21753354
2025-06-26 05:36:04,47020543.73873377,51459233.85575661
2025-06-26 05:36:05,47137349.10060577,51438289.67324774
2025-06-26 05:36:06,47015203.91763678,51478571.50146539
2025-06-26 05:36:07,47096867.16502799,51476154.056653306
2025-06-26 05:36:08,47136585.094772995,51456011.33986443
2025-06-26 05:36:09,47024358.12244886,51439900.58204737
2025-06-26 05:36:10,47118251.21321611,51491465.69422898
2025-06-26 05:36:11,47135821.096468456,51411714.0612261
2025-06-26 05:36:12,47086177.354049444,51441511.52120713
2025-06-26 05:36:13,47073198.85274881,51413324.46909524
2025-06-26 05:36:14,47073198.85274881,51449566.672410786
2025-06-26 05:36:15,46963350.56102644,51483406.5960339
2025-06-26 05:36:16,47144225.49187129,51506780.072040826
2025-06-26 05:36:17,47129709.381045416,51469707.871135116
2025-06-26 05:36:18,46922959.57511128,51451177.79373309
2025-06-26 05:36:19,47064038.86744244,51443927.986872196
2025-06-26 05:36:20,47138877.1348559,51426208.82497164
2025-06-26 05:36:21,47022069.469640836,51437484.230232954
2025-06-26 05:36:22,47056406.37432578,51416545.37590994
2025-06-26 05:36:23,47068618.72460808,51475348.25689689
2025-06-26 05:36:24,46948868.34302886,51395611.65225084
2025-06-26 05:36:25,47105267.33726123,51481794.86748217
2025-06-26 05:36:26,47099921.667726286,51479377.33158378
2025-06-26 05:36:27,46975548.22012162,51444733.490607366
2025-06-26 05:36:28,47067092.07544469,51413324.46909524
2025-06-26 05:36:29,47121306.55902185,51469707.871135116
2025-06-26 05:36:30,46929816.93183516,51433457.12900883
2025-06-26 05:36:31,47034276.40069627,51441511.52120713
2025-06-26 05:36:32,47096103.5581723,51460039.503705315
2025-06-26 05:36:33,47130473.31912487,51446344.52084803
2025-06-26 05:36:34,47130473.31912487,51447955.58144914
2025-06-26 05:36:35,47142697.3522255,51445539.001932666
2025-06-26 05:36:36,47129709.381045416,51475348.25689689
2025-06-26 05:36:37,47044959.04593785,51456816.95745213
2025-06-26 05:36:38,47102212.62378974,51456816.95745213
2025-06-26 05:36:39,47092285.63680664,51428624.858008265
2025-06-26 05:36:40,47059459.28124909,51394806.61149227
2025-06-26 05:36:41,47012152.756872594,51467290.67680784
2025-06-26 05:36:42,47064038.86744244,51432651.73153393
2025-06-26 05:36:43,47070908.754806414,51437484.230232954
2025-06-26 05:36:44,47100685.31221984,51477765.67893749
2025-06-26 05:36:45,47115959.78290476,51418961.1357132
2025-06-26 05:36:46,47021306.60042416,51439095.12385251
2025-06-26 05:36:47,46974023.407377936,51425403.495805815
2025-06-26 05:36:48,47064802.15815243,51479377.33158378
2025-06-26 05:36:49,47135057.10569209,51443122.49072708
2025-06-26 05:36:50,46990798.003198236,51447150.04735349
2025-06-26 05:36:51,47099921.667726286,51504361.83020713
2025-06-26 05:36:52,47057169.589766234,51494689.54604555
2025-06-26 05:36:53,46922197.68421003,51469707.871135116
2025-06-26 05:36:54,47106031.0344483,51476154.056653306
2025-06-26 05:36:55,47061749.04047441,51487436.05024854
2025-06-26 05:36:56,46942009.29320059,51450372.22927685
2025-06-26 05:36:57,47093049.20602479,51439095.12385251
2025-06-26 05:36:58,47098394.40132202,51441511.52120713
2025-06-26 05:36:59,47090758.52095275,51418155.8748557
2025-06-26 05:37:00,47095339.95884415,51464067.85730338
2025-06-26 05:37:01,47052590.41002643,51451983.36577946
2025-06-26 05:37:02,47096867.16502799,51461650.822373606
2025-06-26 05:37:03,47005288.085432276,51456011.33986443
2025-06-26 05:37:04,47146517.75780237,51451983.36577946
2025-06-26 05:37:05,47079306.11179115,51462456.49309321
2025-06-26 05:37:06,47064038.86744244,51453594.53264284
2025-06-26 05:37:07,47141169.24269286,51456011.33986443
2025-06-26 05:37:08,47011389.98549695,51412519.26136585
2025-06-26 05:37:09,47073962.23378391,51456011.33986443
2025-06-26 05:37:10,47076252.422052324,51435067.94672854
2025-06-26 05:37:11,47063275.58425944,51451177.79373309
2025-06-26 05:37:12,47098394.40132202,51464067.85730338
2025-06-26 05:37:13,47095339.95884415,51420571.68019754
2025-06-26 05:37:14,47196964.75094293,51439095.12385251
2025-06-26 05:37:15,47089994.974317,51427014.161727294
2025-06-26 05:37:16,47072435.47924084,51435873.366973385
2025-06-26 05:37:17,47157215.89469373,51435873.366973385
2025-06-26 05:37:18,47183967.692709535,51406077.87275854
2025-06-26 05:37:19,47132001.2178681,51410908.86867609
2025-06-26 05:37:20,47112140.88294278,51453594.53264284
2025-06-26 05:37:21,47077015.83319618,51474542.46473104
2025-06-26 05:37:22,47121306.55902185,51431040.959353894
2025-06-26 05:37:23,47019018.03793189,51464873.550793976
2025-06-26 05:37:24,47043432.863440886,51444733.490607366
2025-06-26 05:37:25,47088467.90362776,51457622.582630016
2025-06-26 05:37:26,47066328.76215355,51439095.12385251
2025-06-26 05:37:27,47095339.95884415,51476154.056653306
2025-06-26 05:37:28,47107558.45140551,51530966.2479054
2025-06-26 05:37:29,47080069.553044,51443927.986872196
2025-06-26 05:37:30,47057169.589766234,51381926.99151507
2025-06-26 05:37:31,47112140.88294278,51457622.582630016
2025-06-26 05:37:32,47069382.06048043,51389171.53868656
2025-06-26 05:37:33,47101448.96424096,51447955.58144914
2025-06-26 05:37:34,47144225.49187129,51479377.33158378
2025-06-26 05:37:35,47109085.89847356,51470513.61775838
2025-06-26 05:37:36,47131237.264732406,51464067.85730338
2025-06-26 05:37:37,47128181.52747071,51547900.636069566
2025-06-26 05:37:38,47128181.52747071,51429430.21753354
2025-06-26 05:37:39,47098394.40132202,51440706.047832206
2025-06-26 05:37:40,47130473.31912487,51422182.25504103
2025-06-26 05:37:41,47115959.78290476,51504361.83020713
2025-06-26 05:37:42,47090758.52095275,51474542.46473104
2025-06-26 05:37:43,47148045.97273153,51473736.68015557
2025-06-26 05:37:44,47083123.39332813,51414934.907323144
2025-06-26 05:37:45,47099921.667726286,51492271.64579709
2025-06-26 05:37:46,47117487.39558446,51534997.9414368
2025-06-26 05:37:47,47089994.974317,51407688.174372524
2025-06-26 05:37:48,47080069.553044,51435067.94672854
2025-06-26 05:37:49,47141933.29369502,51551126.61338172
2025-06-26 05:37:50,47139641.1632733,51455205.729867026
2025-06-26 05:37:51,47114432.200336464,51526128.466176465
2025-06-26 05:37:52,47082359.92196616,51441511.52120713
2025-06-26 05:37:53,47149574.21777416,51587427.227845766
2025-06-26 05:37:54,47112140.88294278,51462456.49309321
2025-06-26 05:37:55,47178616.59528506,51464067.85730338
2025-06-26 05:37:56,47111377.125533834,51493883.57170537
2025-06-26 05:37:57,47126653.704008214,51484212.47169566
2025-06-26 05:37:58,47039617.5389151,51521290.95772775
2025-06-26 05:37:59,47121306.55902185,51468902.13210232
2025-06-26 05:38:00,47124362.02527472,51534997.9414368
2025-06-26 05:38:01,47019018.03793189,51518872.30598278
2025-06-26 05:38:02,47143461.418284215,51500331.57896772
2025-06-26 05:38:03,47143461.418284215,51468096.40065987
2025-06-26 05:38:04,47054116.77316557,51497913.51931366
2025-06-26 05:38:05,47131237.264732406,51493077.60495585
2025-06-26 05:38:06,47103739.96547021,51472930.903170615
2025-06-26 05:38:07,47028935.631277055,51410908.86867609
2025-06-26 05:38:08,47148045.97273153,51418155.8748557
2025-06-26 05:38:09,47155687.499082,51456816.95745213
2025-06-26 05:38:10,47163329.77828279,51445539.001932666
2025-06-26 05:38:11,47130473.31912487,51510810.62691459
2025-06-26 05:38:12,47192377.30545981,51506780.072040826
2025-06-26 05:38:13,47063275.58425944,51533385.24125062
2025-06-26 05:38:14,47132765.17853186,51481794.86748217
2025-06-26 05:38:15,47157980.10379238,51504361.83020713
2025-06-26 05:38:16,47150338.351588115,51490659.75025159
2025-06-26 05:38:17,47132765.17853186,51478571.50146539
2025-06-26 05:38:18,47152630.798200436,51463262.17140314
2025-06-26 05:38:19,47137349.10060577,51560805.27409792
2025-06-26 05:38:20,47149574.21777416,51408493.33656396
2025-06-26 05:38:21,47187025.62830329,51457622.582630016
2025-06-26 05:38:22,47137349.10060577,51385146.714364454
2025-06-26 05:38:23,47147281.86150275,51533385.24125062
2025-06-26 05:38:24,47189319.159053184,51539836.22418502
2025-06-26 05:38:25,47157215.89469373,51453594.53264284
2025-06-26 05:38:26,47149574.21777416,51446344.52084803
2025-06-26 05:38:27,47167151.200205944,51389976.52631908
2025-06-26 05:38:28,47137349.10060577,51451177.79373309
2025-06-26 05:38:29,47203846.42738771,51428624.858008265
2025-06-26 05:38:30,47154923.31256886,51473736.68015557
2025-06-26 05:38:31,47137349.10060577,51557578.93239528
2025-06-26 05:38:32,47122070.41429314,51443927.986872196
2025-06-26 05:38:33,47156451.69312357,51448761.123134874
2025-06-26 05:38:34,47196200.1578729,51489853.81386486
2025-06-26 05:38:35,47156451.69312357,51457622.582630016
2025-06-26 05:38:36,47216082.024707824,51411714.0612261
2025-06-26 05:38:37,47193906.42383768,51512422.9020005
2025-06-26 05:38:38,47174030.233976126,51439095.12385251
2025-06-26 05:38:39,47119015.0383757,51471319.37197202
2025-06-26 05:38:40,47210728.71370455,51398026.82006351
2025-06-26 05:38:41,47156451.69312357,51496301.51749812
2025-06-26 05:38:42,47173265.86677548,51498719.53160756
2025-06-26 05:38:43,47083886.87221746,51489047.88506876
2025-06-26 05:38:44,47151102.49293044,51471319.37197202
2025-06-26 05:38:45,47144225.49187129,51364220.68636648
2025-06-26 05:38:46,47183967.692709535,51482600.72796278
2025-06-26 05:38:47,47232909.11835734,51534997.9414368
2025-06-26 05:38:48,47186261.13311136,51427014.161727294
2025-06-26 05:38:49,47145753.6616303,51311123.80917175
2025-06-26 05:38:50,47193141.86088415,51406883.01977074
2025-06-26 05:38:51,47155687.499082,51427014.161727294
2025-06-26 05:38:52,47161037.01547253,51477765.67893749
2025-06-26 05:38:53,47207669.84449252,51445539.001932666
2025-06-26 05:38:54,47161037.01547253,51477765.67893749
2025-06-26 05:38:55,47142697.3522255,51413324.46909524
2025-06-26 05:38:56,47255095.85553462,51451983.36577946
2025-06-26 05:38:57,47174794.608705536,51344908.9062812
